,Order_Demand,Open,Promo,StateHoliday,SchoolHoliday,Petrol_price
30534,2,0,0,0,0,87
30535,500,0,0,0,0,80
30536,500,0,0,0,0,89
30537,2000,0,0,0,0,94
30538,1000,0,0,0,0,86
30539,1000,0,0,0,0,89
30540,3000,0,0,0,0,83
30541,10,0,0,0,0,89
30542,10,0,0,0,0,90
30543,400,0,0,0,0,88
30544,1000,0,0,0,0,84
30545,20,0,0,0,0,82
30546,3,0,0,0,0,87
30547,1000,0,0,0,0,85
30548,1000,0,0,0,0,83
30549,1000,0,0,0,0,81
30550,2,0,0,0,0,94
30551,100,0,0,0,0,88
30552,2000,0,0,0,0,94
30553,1000,0,0,0,0,91
30554,200,0,0,0,0,81
30555,1000,0,0,0,0,92
30556,1,0,0,0,0,91
30557,2,0,0,0,0,92
30558,1,0,0,0,0,85
30559,1000,0,0,0,0,92
30560,6000,0,0,0,0,88
30561,1000,0,0,0,0,88
30562,500,0,0,0,0,87
30563,300,0,0,0,0,90
30564,300,0,0,0,0,92
30565,10000,0,0,0,0,92
30566,200000,0,0,0,0,80
30567,1,0,0,0,0,91
30568,20000,1,0,0,0,86
30569,1,1,0,0,0,84
30570,50000,0,0,0,0,82
30571,20,0,0,0,0,80
30572,20,0,0,0,0,88
30573,3,0,0,0,0,85
30574,2,0,0,0,0,87
30575,2000,0,0,0,0,91
30576,700,0,0,0,0,89
30577,100,0,0,0,0,82
30578,200,0,0,0,0,94
30579,2000,0,0,0,0,81
30580,500,0,0,0,0,85
30581,1,0,0,0,0,94
30582,2,0,0,0,0,85
30583,2000,0,0,0,0,84
30584,500,0,0,0,0,86
30585,0,0,0,0,0,87
30586,2000,0,0,0,0,92
30587,500,0,0,0,0,81
30588,6,0,0,0,0,92
30589,96,0,0,0,0,96
30590,40,0,0,0,0,96
30591,2500,0,0,0,0,92
30592,300,0,0,0,0,94
30593,20,0,0,0,0,81
30594,1000,0,0,0,0,94
30595,300,0,0,0,0,95
30596,500,0,0,0,0,90
30597,50,0,0,0,0,85
30598,1000,0,0,0,0,89
30599,8,0,0,0,0,87
30600,100,0,0,0,0,80
30601,200,0,0,0,0,86
30602,8,0,0,0,0,89
30603,200,0,0,0,0,94
30604,200,0,0,0,0,89
30605,3000,1,0,0,0,80
30606,96,0,0,0,0,96
30607,500,0,0,0,0,89
30608,10000,0,0,0,0,85
30609,250,0,0,0,0,89
30610,100,0,0,0,0,89
30611,500,0,0,0,0,85
30612,35,0,0,0,0,84
30613,10,0,0,0,0,90
30614,200,0,0,0,0,82
30615,21000,0,0,0,0,84
30616,1000,0,0,0,0,96
30617,3,0,0,0,0,85
30618,2,0,0,0,0,85
30619,10000,0,0,0,0,82
30620,4000,0,0,0,0,82
30621,100,0,0,0,0,89
30622,10,0,0,0,0,93
30623,5,0,0,0,0,88
30624,250,0,0,0,0,85
30625,100,0,0,0,0,85
30626,500,0,0,0,0,80
30627,10000,0,0,0,0,80
30628,1,0,0,0,0,95
30629,1,0,0,0,0,89
30630,3,0,0,0,0,86
30631,102000,0,0,0,0,82
30632,400,0,0,0,0,85
30633,1000,0,0,0,0,93
30634,1000,0,0,0,0,85
30635,5,0,0,0,0,96
30636,5,0,0,0,0,96
30637,5000,0,0,0,0,80
30638,3,0,0,0,0,90
30639,2000,0,0,0,0,80
30640,20,0,0,0,0,88
30641,2,0,0,0,0,86
30642,5000,0,0,0,0,87
30643,5,0,0,0,0,95
30644,2000,0,0,0,0,94
30645,20000,0,0,0,0,85
30646,20,0,0,0,0,95
30647,50,0,0,0,0,88
30648,30000,0,0,0,0,91
30649,20,0,0,0,0,84
30650,2,0,0,0,0,84
30651,20000,0,0,0,0,92
30652,200,0,0,0,0,92
30653,10,0,0,0,0,95
30654,25,0,0,0,0,90
30655,15,0,0,0,0,96
30656,2,0,0,0,0,92
30657,4,0,0,0,0,90
30658,2500,0,0,0,0,80
30659,8,0,0,0,0,80
30660,200,0,0,0,0,89
30661,1,0,0,0,0,96
30662,12,0,0,0,0,95
30663,2,0,0,0,0,88
30664,100,0,0,0,0,80
30665,100000,0,0,0,0,86
30666,500,0,0,0,0,84
30667,100,0,0,0,0,92
30668,5000,0,0,0,0,86
30669,1000,0,0,0,0,84
30670,5000,0,0,0,0,88
30671,500,0,0,0,0,86
30672,500,0,0,0,0,81
30673,1,0,0,0,0,94
30674,2500,0,0,0,0,88
30675,10,0,0,0,0,90
30676,10000,0,0,0,0,94
30677,100,0,0,0,0,91
30678,50,0,0,0,0,82
30679,400,0,0,0,0,90
30680,50,0,0,0,0,87
30681,1,0,0,0,0,88
30682,1,0,0,0,0,91
30683,2000,0,0,0,0,87
30684,1000,0,0,0,0,88
30685,1000,0,0,0,0,94
30686,10000,0,0,0,0,91
30687,30000,0,0,0,0,92
30688,20000,0,0,0,0,87
30689,2500,0,0,0,0,82
30690,1,0,0,0,0,88
30691,300,0,0,0,0,81
30692,200,0,0,0,0,81
30693,200,0,0,0,0,92
30694,300,0,0,0,0,88
30695,300,0,0,0,0,83
30696,1000,0,0,0,0,84
30697,100,0,0,0,0,84
30698,1100,0,0,0,0,95
30699,100,1,0,0,0,94
30700,90,0,0,0,0,96
30701,13,0,0,0,0,95
30702,8,0,0,0,0,90
30703,20,1,0,0,0,82
30704,190,0,0,0,0,84
30705,200,0,0,0,0,81
30706,1000,0,0,0,0,92
30707,4,0,0,0,0,88
30708,100,0,0,0,0,84
30709,5,0,0,0,0,95
30710,25,0,0,0,0,93
30711,25,0,0,0,0,84
30712,5000,0,0,0,0,85
30713,10,1,0,0,0,96
30714,1000,0,0,0,0,83
30715,25,0,0,0,0,89
30716,300,0,0,0,0,82
30717,500,0,0,0,0,84
30718,100,0,0,0,0,90
30719,200,0,0,0,0,96
30720,200,0,0,0,0,96
30721,1000,0,0,0,0,96
30722,10,0,0,0,0,86
30723,10,0,0,0,0,94
30724,6000,0,0,0,0,80
30725,900,0,0,0,0,87
30726,2100,0,0,0,0,89
30727,1000,0,0,0,0,92
30728,5000,0,0,0,0,89
30729,1000,0,0,0,0,92
30730,5000,0,0,0,0,80
30731,1000,0,0,0,0,91
30732,2000,0,0,0,0,94
30733,1,0,0,0,0,82
30734,2000,0,0,0,0,93
30735,5000,0,0,0,0,87
30736,40,0,0,0,0,81
30737,2,0,0,0,0,87
30738,1,0,0,0,0,96
30739,5000,0,0,0,0,82
30740,200,0,0,0,0,86
30741,1500,0,0,0,0,93
30742,10000,0,0,0,0,86
30743,5000,0,0,0,0,86
30744,1000,0,0,0,0,82
30745,5,0,0,0,0,90
30746,1000,0,0,0,0,82
30747,1000,0,0,0,0,88
30748,30,0,0,0,0,85
30749,1000,0,0,0,0,91
30750,100,0,0,0,0,81
30751,5000,0,0,0,0,86
30752,30,0,0,0,0,80
30753,5,0,0,0,0,96
30754,1,0,0,0,0,85
30755,100,0,0,0,0,81
30756,100,0,0,0,0,84
30757,5000,0,0,0,0,90
30758,150000,0,0,0,0,84
30759,2500,0,0,0,0,92
30760,100,0,0,0,0,94
30761,240,0,0,0,0,83
30762,240,0,0,0,0,92
30763,240,0,0,0,0,94
30764,25,0,0,0,0,86
30765,100,0,0,0,0,96
30766,500,0,0,0,0,82
30767,600,1,0,0,0,91
30768,240,0,0,0,0,87
30769,3000,0,0,0,0,87
30770,1000,0,0,0,0,85
30771,120,0,0,0,0,88
30772,10000,0,0,0,0,91
30773,5,0,0,0,0,86
30774,30000,0,0,0,0,95
30775,3000,0,0,0,0,94
30776,500,0,0,0,0,96
30777,500,0,0,0,0,88
30778,1,0,0,0,0,87
30779,1,0,0,0,0,84
30780,5,0,0,0,0,96
30781,5,0,0,0,0,83
30782,5,0,0,0,0,85
30783,5,0,0,0,0,81
30784,5,1,0,0,0,94
30785,1,0,0,0,0,87
30786,500,0,0,0,0,93
30787,250,0,0,0,0,87
30788,200,0,0,0,0,83
30789,25000,0,0,0,0,94
30790,30000,0,0,0,0,95
30791,1700,0,0,0,0,96
30792,4,0,0,0,0,91
30793,500,0,0,0,0,89
30794,1000,0,0,0,0,86
30795,10000,0,0,0,0,86
30796,300,0,0,0,0,86
30797,100,0,0,0,0,96
30798,15000,0,0,0,0,81
30799,30,0,0,0,0,86
30800,3000,0,0,0,0,84
30801,10,0,0,0,0,96
30802,12,0,0,0,0,96
30803,100,0,0,0,0,89
30804,700,0,0,0,0,91
30805,800,0,0,0,0,95
30806,2000,0,0,0,0,83
30807,1150,0,0,0,0,82
30808,160,0,0,0,0,91
30809,5,0,0,0,0,96
30810,5,0,0,0,0,86
30811,2000,0,0,0,0,95
30812,300,0,0,0,0,87
30813,1,0,0,0,0,82
30814,2000,0,0,0,0,88
30815,1000,0,0,0,0,91
30816,10000,0,0,0,0,90
30817,100,0,0,0,0,89
30818,2000,0,0,0,0,86
30819,200,0,0,0,0,96
30820,2000,0,0,0,0,91
30821,200,0,0,0,0,87
30822,1000,0,0,0,0,81
30823,500,0,0,0,0,83
30824,100000,0,0,0,0,87
30825,2000,0,0,0,0,80
30826,8,0,0,0,0,85
30827,30000,0,0,0,0,83
30828,3000,0,0,0,0,91
30829,10,0,0,0,0,89
30830,8,0,0,0,0,84
30831,9,0,0,0,0,94
30832,5,0,0,0,0,90
30833,8,0,0,0,0,90
30834,2,0,0,0,0,83
30835,200,0,0,0,0,89
30836,10000,0,0,0,0,90
30837,5000,0,0,0,0,95
30838,6,0,0,0,0,80
30839,120,0,0,0,0,91
30840,4100,0,0,0,0,90
30841,144,0,0,0,0,88
30842,1,0,0,0,0,93
30843,50000,0,0,0,0,89
30844,8,0,0,0,0,85
30845,1,0,0,0,0,89
30846,100,0,0,0,0,91
30847,100,0,0,0,0,88
30848,100,0,0,0,0,88
30849,100,0,0,0,0,96
30850,20,0,0,0,0,89
30851,5,0,0,0,0,89
30852,5000,0,0,0,0,81
30853,15,0,0,0,0,92
30854,5,0,0,0,0,96
30855,100,0,0,0,0,87
30856,5,0,0,0,0,89
30857,25,0,0,0,0,88
30858,300,0,0,0,0,96
30859,100,0,0,0,0,90
30860,1000,0,0,0,0,90
30861,2,0,0,0,0,87
30862,2000,0,0,0,0,89
30863,6,0,0,0,0,88
30864,1,0,0,0,0,90
30865,3000,0,0,0,0,84
30866,100,0,0,0,0,96
30867,100,0,0,0,0,80
30868,30,0,0,0,0,92
30869,2,0,0,0,0,89
30870,200,0,0,0,0,86
30871,10,0,0,0,0,94
30872,1,0,0,0,0,93
30873,1,0,0,0,0,95
30874,4000,0,0,0,0,90
30875,24,0,0,0,0,91
30876,5000,0,0,0,0,81
30877,9,0,0,0,0,95
30878,2,0,0,0,0,94
30879,1,0,0,0,0,92
30880,20,0,0,0,0,95
30881,50,1,0,0,0,95
30882,1,0,0,0,0,83
30883,1700,0,0,0,0,89
30884,20,0,0,0,0,84
30885,2000,0,0,0,0,96
30886,3,0,0,0,0,85
30887,500,0,0,0,0,81
30888,1,0,0,0,0,94
30889,1000,0,0,0,0,94
30890,800,0,0,0,0,93
30891,500,0,0,0,0,85
30892,1000,0,0,0,0,95
30893,3000,0,0,0,0,95
30894,30,0,0,0,0,85
30895,100,0,0,0,0,80
30896,100,0,0,0,0,86
30897,200,0,0,0,0,96
30898,500,0,0,0,0,90
30899,400,0,0,0,0,94
30900,100,0,0,0,0,94
30901,100,0,0,0,0,83
30902,400,0,0,0,0,90
30903,300,0,0,0,0,83
30904,500,0,0,0,0,95
30905,130,0,0,0,0,90
30906,200,0,0,0,0,82
30907,100,0,0,0,0,87
30908,50,0,0,0,0,85
30909,500,0,0,0,0,96
30910,2000,0,0,0,0,80
30911,2,0,0,0,0,89
30912,17000,0,0,0,0,83
30913,1000,0,0,0,0,88
30914,5,0,0,0,0,92
30915,700,0,0,0,0,93
30916,20,0,0,0,0,86
30917,20,0,0,0,0,92
30918,10000,0,0,0,0,81
30919,1,0,0,0,0,96
30920,20,0,0,0,0,88
30921,1,0,0,0,0,82
30922,10000,0,0,0,0,90
30923,1000,0,0,0,0,80
30924,4000,0,0,0,0,93
30925,20000,0,0,0,0,81
30926,100,0,0,0,0,83
30927,10,0,0,0,0,96
30928,170,0,0,0,0,88
30929,1,0,0,0,0,88
30930,12000,0,0,0,0,86
30931,5000,0,0,0,0,85
30932,100,0,0,0,0,93
30933,5000,1,0,0,0,95
30934,200,0,0,0,0,85
30935,10000,1,0,0,0,83
30936,4,0,0,0,0,89
30937,5000,0,0,0,0,96
30938,2,0,0,0,0,89
30939,20000,0,0,0,0,86
30940,1,0,0,0,0,87
30941,3000,0,0,0,0,90
30942,100,0,0,0,0,84
30943,5000,0,0,0,0,93
30944,2000,0,0,0,0,85
30945,20000,0,0,0,0,90
30946,5,0,0,0,0,83
30947,20,0,0,0,0,84
30948,1000,0,0,0,0,95
30949,1000,0,0,0,0,86
30950,15000,0,0,0,0,94
30951,1000,0,0,0,0,85
30952,100,1,0,0,0,91
30953,300,1,0,0,0,88
30954,2000,1,0,0,0,92
30955,1000,1,0,0,0,88
30956,10000,1,0,0,0,88
30957,3,1,0,0,0,96
30958,1000,1,0,0,0,92
30959,5000,1,0,0,0,90
30960,10,1,0,0,0,95
30961,3,1,0,0,0,91
30962,10,1,0,0,0,87
30963,4000,1,0,0,0,94
30964,1200,1,0,0,0,96
30965,30000,1,0,0,0,92
30966,1000,1,0,0,0,90
30967,4000,1,0,0,0,82
30968,1000,1,0,0,0,89
30969,900,1,0,0,0,86
30970,2000,1,0,0,0,93
30971,2,1,0,0,0,85
30972,1000,1,0,0,0,96
30973,5,1,0,0,0,80
30974,500,1,0,0,0,83
30975,10,1,0,0,0,81
30976,53,1,0,0,0,90
30977,1,1,0,0,0,96
30978,4,1,0,0,0,87
30979,15000,1,0,0,0,96
30980,100000,1,0,0,0,81
30981,100,1,0,0,0,81
30982,60000,1,0,0,0,88
30983,10000,1,0,0,0,81
30984,1000,1,0,0,0,91
30985,10000,1,0,0,0,85
30986,200,1,0,0,0,83
30987,40000,1,0,0,0,96
30988,5000,1,0,0,0,90
30989,2000,1,0,0,0,83
30990,2000,1,0,0,0,96
30991,1000,1,0,0,0,85
30992,10000,1,0,0,0,89
30993,2000,1,0,0,0,83
30994,10,1,0,0,0,82
30995,2000,1,0,0,0,80
30996,30000,1,0,0,0,84
30997,2000,1,0,0,0,82
30998,2000,1,0,0,0,87
30999,50,1,0,0,0,84
31000,20000,1,0,0,0,89
31001,5000,1,0,0,0,94
31002,5000,1,0,0,0,85
31003,1000,1,0,0,0,91
31004,200000,1,0,0,0,83
31005,5000,1,0,0,0,89
31006,20000,1,0,0,0,96
31007,20,1,0,0,0,89
31008,10000,1,0,0,0,82
31009,1,1,0,0,0,95
31010,5000,1,0,0,0,88
31011,3,1,0,0,0,82
31012,20000,1,0,0,0,95
31013,10000,1,0,0,0,92
31014,6000,1,0,0,0,84
31015,1000,1,0,0,0,92
31016,8,1,0,0,0,83
31017,3,1,0,0,0,85
31018,10000,1,0,0,0,84
31019,1000,1,0,0,0,86
31020,2000,1,0,0,0,90
31021,50000,1,0,0,0,84
31022,1000,1,0,0,0,91
31023,1000,1,0,0,0,96
31024,1000,1,0,0,0,94
31025,3000,1,0,0,0,83
31026,10,1,0,0,0,85
31027,10000,1,0,0,0,94
31028,1000,1,0,0,0,96
31029,5000,1,0,0,0,89
31030,10000,1,0,0,0,92
31031,120000,1,0,0,0,95
31032,40000,1,0,0,0,95
31033,1000,1,0,0,0,91
31034,5000,1,0,0,0,96
31035,1000,1,0,0,0,82
31036,5000,1,0,0,0,81
31037,1000,1,0,0,0,91
31038,5000,1,0,0,0,88
31039,2,1,0,0,0,94
31040,3000,1,0,0,0,85
31041,1500,1,0,0,0,92
31042,5000,1,0,0,0,92
31043,5,1,0,0,0,92
31044,200,1,0,0,0,80
31045,4,1,0,0,0,90
31046,2,1,0,0,0,94
31047,1000,1,0,0,0,90
31048,10,1,0,0,0,83
31049,200,1,0,0,0,82
31050,1,1,0,0,0,95
31051,35000,1,0,0,0,90
31052,1000,1,0,0,0,85
31053,10,1,0,0,0,94
31054,1000,0,0,0,0,91
31055,4000,1,0,0,0,82
31056,5000,1,0,0,0,87
31057,10000,1,0,0,0,91
31058,6,1,0,0,0,92
31059,20,1,0,0,0,87
31060,3,1,0,0,0,95
31061,10,1,0,0,0,86
31062,5000,1,0,0,0,83
31063,500,1,0,0,0,81
31064,5000,1,0,0,0,93
31065,1,1,0,0,0,95
31066,6000,1,0,0,0,80
31067,1000,1,0,0,0,89
31068,100,1,0,0,0,87
31069,5400,1,0,0,0,90
31070,1000,1,0,0,0,92
31071,4080,1,0,0,0,83
31072,1000,1,0,0,0,87
31073,1536,1,0,0,0,88
31074,2,1,0,0,0,91
31075,10,1,0,0,0,89
31076,1,1,0,0,0,90
31077,2,1,0,0,0,89
31078,10000,1,0,0,0,85
31079,5000,1,0,0,0,94
31080,300,1,0,0,0,92
31081,3000,1,0,0,0,84
31082,200,1,0,0,0,95
31083,200,1,0,0,0,91
31084,300,1,0,0,0,88
31085,2,1,0,0,0,89
31086,100,1,0,0,0,80
31087,5000,1,0,0,0,92
31088,10000,1,0,0,0,91
31089,180,1,0,0,0,96
31090,170,1,0,0,0,80
31091,50,1,0,0,0,93
31092,10000,1,0,0,0,81
31093,200,1,0,0,0,83
31094,228,1,0,0,0,85
31095,483,1,0,0,0,90
31096,10,1,0,0,0,92
31097,200,1,0,0,0,95
31098,128,1,0,0,0,82
31099,20000,1,0,0,0,83
31100,300,1,0,0,0,89
31101,500,1,0,0,0,92
31102,500,1,0,0,0,93
31103,300,1,0,0,0,91
31104,40,1,0,0,0,82
31105,10,1,0,0,0,84
31106,10,1,0,0,0,87
31107,100,1,0,0,0,92
31108,200,1,0,0,0,83
31109,1000,1,0,0,0,90
31110,2000,1,0,0,0,89
31111,2000,1,0,0,0,84
31112,13000,1,0,0,0,92
31113,10,1,0,0,0,84
31114,1,1,0,0,0,81
31115,6000,1,0,0,0,86
31116,10000,1,0,0,0,83
31117,1,1,0,0,0,87
31118,2000,1,0,0,0,82
31119,20000,1,0,0,0,94
31120,1,1,0,0,0,87
31121,1,1,0,0,0,91
31122,10000,1,0,0,0,89
31123,7500,1,0,0,0,93
31124,2500,1,0,0,0,92
31125,3,1,0,0,0,81
31126,2000,1,0,0,0,81
31127,20000,1,0,0,0,93
31128,10000,1,0,0,0,81
31129,100,1,0,0,0,95
31130,75000,1,0,0,0,93
31131,10000,1,0,0,0,82
31132,100,1,0,0,0,94
31133,13,1,0,0,0,83
31134,1,1,0,0,0,92
31135,100000,1,0,0,0,90
31136,300,1,0,0,0,90
31137,5,1,0,0,0,88
31138,2,1,0,0,0,83
31139,100,1,0,0,0,94
31140,1000,1,0,0,0,86
31141,120,1,0,0,0,89
31142,25,1,0,0,0,84
31143,10,1,0,0,0,93
31144,5,1,0,0,0,96
31145,2,1,0,0,0,92
31146,10000,1,0,0,0,91
31147,1000,1,0,0,0,93
31148,2000,1,0,0,0,80
31149,5000,1,0,0,0,91
31150,1000,1,0,0,0,87
31151,1000,1,0,0,0,84
31152,3000,1,0,0,0,88
31153,20000,1,0,0,0,84
31154,185,1,0,0,0,91
31155,65,1,0,0,0,85
31156,1000,1,0,0,0,82
31157,50,1,0,0,0,88
31158,100,1,0,0,0,84
31159,2000,1,0,0,0,81
31160,1,1,0,0,0,94
31161,100,1,0,0,0,88
31162,5,1,0,0,0,82
31163,6,1,0,0,0,92
31164,6,1,0,0,0,94
31165,21,1,0,0,0,86
31166,25000,1,0,0,0,84
31167,1000,1,0,0,0,90
31168,25000,1,0,0,0,93
31169,10,1,0,0,0,87
31170,1500,1,0,0,0,86
31171,5000,1,0,0,0,90
31172,12,1,0,0,0,91
31173,200,1,0,0,0,90
31174,1000,1,0,0,0,88
31175,100,1,0,0,0,86
31176,2000,1,0,0,0,91
31177,25000,1,0,0,0,86
31178,1000,1,0,0,0,88
31179,5000,1,0,0,0,94
31180,15000,1,0,0,0,94
31181,1000,1,0,0,0,87
31182,10,1,0,0,0,90
31183,4000,1,0,0,0,82
31184,1000,1,0,0,0,83
31185,1000,1,0,0,0,90
31186,30000,1,0,0,0,95
31187,300,1,0,0,0,96
31188,1,1,0,0,0,89
31189,60,1,0,0,0,82
31190,500,1,0,0,0,96
31191,300,1,0,0,0,84
31192,100000,1,0,0,0,90
31193,10000,1,0,0,0,85
31194,8,1,0,0,0,85
31195,1000,1,0,0,0,86
31196,10000,1,0,0,0,81
31197,20,1,0,0,0,86
31198,72,1,0,0,0,83
31199,5000,1,0,0,0,83
31200,200,1,0,0,0,93
31201,1,1,0,0,0,81
31202,180,1,0,0,0,91
31203,2500,1,0,0,0,88
31204,2000,1,0,0,0,92
31205,2500,1,0,0,0,87
31206,1000,1,0,0,0,81
31207,10000,1,0,0,0,95
31208,3000,1,0,0,0,83
31209,4,1,0,0,0,92
31210,100,1,0,0,0,82
31211,100,1,0,0,0,85
31212,1000,1,0,0,0,82
31213,100,1,0,0,0,96
31214,1000,1,0,0,0,85
31215,5000,1,0,0,0,82
31216,2000,1,0,0,0,86
31217,5000,1,0,0,0,95
31218,100,1,0,0,0,85
31219,1000,1,0,0,0,80
31220,3000,1,0,0,0,90
31221,286000,1,0,0,0,90
31222,100,1,0,0,0,95
31223,4,1,0,0,0,86
31224,160000,1,0,0,0,95
31225,300,1,0,0,0,88
31226,3,1,0,0,0,92
31227,5000,1,0,0,0,89
31228,5000,1,0,0,0,95
31229,10,1,0,0,0,89
31230,250,1,0,0,0,88
31231,3,1,0,0,0,82
31232,36,1,0,0,0,96
31233,10,1,0,0,0,93
31234,100000,1,0,0,0,94
31235,10000,1,0,0,0,94
31236,2500,1,0,0,0,83
31237,1000,1,0,0,0,81
31238,1,1,0,0,0,85
31239,1,1,0,0,0,89
31240,59000,1,0,0,0,91
31241,10,1,0,0,0,94
31242,10,1,0,0,0,86
31243,100,1,0,0,0,94
31244,53000,1,0,0,0,91
31245,500,1,0,0,0,91
31246,10000,1,0,0,0,84
31247,1,1,0,0,0,87
31248,100,1,0,0,0,82
31249,1,1,0,0,0,80
31250,2000,1,0,0,0,81
31251,20,1,0,0,0,90
31252,10000,1,0,0,0,87
31253,300,1,0,0,0,82
31254,2000,1,0,0,0,92
31255,2000,1,0,0,0,84
31256,100,1,0,0,0,87
31257,2000,1,0,0,0,92
31258,100,1,0,0,0,92
31259,2000,1,0,0,0,89
31260,200,1,0,0,0,88
31261,1000,1,0,0,0,82
31262,1000,1,0,0,0,80
31263,100,1,0,0,0,96
31264,3000,1,0,0,0,87
31265,100,1,0,0,0,83
31266,100,1,0,0,0,82
31267,1,1,0,0,0,95
31268,18,1,0,0,0,95
31269,1,1,0,0,0,84
31270,42000,1,0,0,0,86
31271,1,1,0,0,0,85
31272,750,1,0,0,0,83
31273,100,1,0,0,0,81
31274,10000,1,0,0,0,89
31275,15000,1,0,0,0,89
31276,10,1,0,0,0,94
31277,1000,1,0,0,0,91
31278,6,1,0,0,0,89
31279,200,1,0,0,0,92
31280,1000,1,0,0,0,91
31281,2,1,0,0,0,88
31282,500,1,0,0,0,90
31283,400,1,0,0,0,81
31284,100,1,0,0,0,82
31285,1000,1,0,0,0,83
31286,5,1,0,0,0,84
31287,500,1,0,0,0,91
31288,300,1,0,0,0,84
31289,200,1,0,0,0,82
31290,600,1,0,0,0,81
31291,100000,1,0,0,0,85
31292,1000,1,0,0,0,94
31293,100,1,0,0,0,95
31294,4,1,0,0,0,81
31295,40000,1,0,0,0,86
31296,7000,1,0,0,0,95
31297,500,1,0,0,0,91
31298,2000,1,0,0,0,94
31299,500,1,0,0,0,87
31300,40000,1,0,0,0,95
31301,20000,1,0,0,0,81
31302,8000,1,0,0,0,82
31303,1000,1,0,0,0,95
31304,5000,1,0,0,0,94
31305,10,1,0,0,0,95
31306,1000,1,0,0,0,94
31307,200,1,0,0,0,86
31308,300,1,0,0,0,84
31309,14400,1,0,0,0,88
31310,1000,1,0,0,0,95
31311,200,1,0,0,0,94
31312,20,1,0,0,0,80
31313,43000,1,0,0,0,93
31314,100,1,0,0,0,94
31315,200,0,0,0,0,95
31316,5000,1,0,0,0,93
31317,2000,1,0,0,0,89
31318,100,1,0,0,0,88
31319,2,1,0,0,0,83
31320,200,1,0,0,0,85
31321,1,1,0,0,0,80
31322,30,1,0,0,0,82
31323,5,1,0,0,0,96
31324,125,1,0,0,0,80
31325,1000,1,0,0,0,87
31326,1000,1,0,0,0,93
31327,2000,1,0,0,0,80
31328,3000,1,0,0,0,90
31329,200,1,0,0,0,94
31330,3000,1,0,0,0,88
31331,5000,1,0,0,0,96
31332,50,1,0,0,0,86
31333,14000,1,0,0,0,80
31334,3000,1,0,0,0,87
31335,500,1,0,0,0,91
31336,220,1,0,0,0,82
31337,2000,1,0,0,0,89
31338,10,1,0,0,0,84
31339,16000,1,0,0,0,85
31340,2000,1,0,0,0,95
31341,100,1,0,0,0,80
31342,1000,1,0,0,0,95
31343,2000,1,0,0,0,88
31344,1000,1,0,0,0,91
31345,4000,1,0,0,0,93
31346,1000,1,0,0,0,85
31347,1000,1,0,0,0,88
31348,2000,1,0,0,0,95
31349,200,1,0,0,0,81
31350,2000,1,0,0,0,88
31351,12000,1,0,0,0,93
31352,200,1,0,0,0,95
31353,5,1,0,0,0,86
31354,10000,1,0,0,0,87
31355,10,1,0,0,0,90
31356,1000,1,0,0,0,94
31357,30,1,0,0,0,92
31358,50000,1,0,0,0,94
31359,10000,1,0,0,0,87
31360,5000,1,0,0,0,85
31361,11000,1,0,0,0,83
31362,5000,1,0,0,0,91
31363,100,1,0,0,0,96
31364,1,1,0,0,0,93
31365,1,1,0,0,0,87
31366,50,1,0,0,0,89
31367,8,1,0,0,0,82
31368,200,1,0,0,0,92
31369,3000,1,0,0,0,81
31370,100,1,0,0,0,96
31371,1000,1,0,0,0,86
31372,2000,1,0,0,0,92
31373,3000,1,0,0,0,96
31374,100,1,0,0,0,84
31375,2000,1,0,0,0,84
31376,1000,1,0,0,0,87
31377,10000,1,0,0,0,94
31378,1500,1,0,0,0,84
31379,1000,1,0,0,0,93
31380,1000,1,0,0,0,90
31381,200,1,0,0,0,83
31382,100,1,0,0,0,85
31383,8,1,0,0,0,94
31384,16,1,0,0,0,89
31385,2500,1,0,0,0,90
31386,100,1,0,0,0,80
31387,500,1,0,0,0,83
31388,1000,1,0,0,0,92
31389,10000,1,0,0,0,89
31390,25,1,0,0,0,84
31391,2000,1,0,0,0,91
31392,25,1,0,0,0,88
31393,5,1,0,0,0,81
31394,100,1,0,0,0,82
31395,1,1,0,0,0,90
31396,400,1,0,0,0,85
31397,500,1,0,0,0,87
31398,25,1,0,0,0,84
31399,25,1,0,0,0,86
31400,5,1,0,0,0,96
31401,10000,1,0,0,0,88
31402,25,1,0,0,0,80
31403,250,1,0,0,0,93
31404,10,1,0,0,0,93
31405,800,1,0,0,0,87
31406,750,1,0,0,0,95
31407,100,1,0,0,0,90
31408,2,1,0,0,0,80
31409,9200,1,0,0,0,93
31410,5000,1,0,0,0,95
31411,50,1,0,0,0,81
31412,500,1,0,0,0,90
31413,25,1,0,0,0,81
31414,600,1,0,0,0,91
31415,500,1,0,0,0,88
31416,1000,1,0,0,0,96
31417,1000,1,0,0,0,91
31418,200,1,0,0,0,92
31419,10,1,0,0,0,93
31420,5,1,0,0,0,92
31421,30,1,0,0,0,95
31422,20000,1,0,0,0,82
31423,10000,1,0,0,0,89
31424,20000,1,0,0,0,95
31425,300,1,0,0,0,96
31426,200,1,0,0,0,86
31427,500,1,0,0,0,80
31428,13000,1,0,0,0,90
31429,400,1,0,0,0,83
31430,100,1,0,0,0,82
31431,500,1,0,0,0,92
31432,500,1,0,0,0,96
31433,22,1,0,0,0,81
31434,250,1,0,0,0,88
31435,500,1,0,0,0,92
31436,10000,1,0,0,0,80
31437,3,1,0,0,0,82
